,floating_pop_count50,elem_kinder_count400,num_cram_school_count400,parking_count25,width_nearby_count25,cross_road_nearby_count25,lat,lon,overspeed_cam_count100,is_cross50,is_traffic_signal50,is_bump40,numberSchoolZone_count400,cluster,extra50,danger,index
0,0.327047242168306,0.03225806451612903,0.07834101382488479,0.0,0.1111111111111111,0.30000000000000004,37.149280591106155,127.06150917316641,0,True,True,False,0,2,0,0.9188405346850786,0
1,0.42481077577776555,0.03225806451612903,0.07834101382488479,0.0,0.24999999999999994,0.4,37.14950332987456,127.06161547872827,0,True,True,False,0,2,0,1.2318288723083823,1
2,0.30514248513335773,0.03225806451612903,0.11981566820276497,0.0,0.3333333333333333,0.30000000000000004,37.149617022500586,127.06186518201919,0,True,True,False,0,2,0,1.1175019005512898,2
3,0.35731968948761544,0.03225806451612903,0.018433179723502304,0.0,0.3333333333333333,0.30000000000000004,37.149433071462795,127.06095674539348,0,True,True,False,0,0,0,1.065776119594644,3
4,0.3985137483391928,0.03225806451612903,0.07834101382488479,0.0,0.3333333333333333,0.30000000000000004,37.14945708580803,127.06123724516807,0,True,True,False,0,2,0,1.0639363749392547,4
5,0.16805502566355868,0.16129032258064516,0.06912442396313365,0.001174812030075188,0.3333333333333333,0.0,37.15483885046748,127.0683494614262,0,True,True,False,2,0,0,0.7010882095289098,6
6,0.11958368869830724,0.3870967741935484,0.7373271889400922,0.0,0.6666666666666667,0.0,37.146371168024324,127.07355846165295,0,True,True,False,1,2,0,2.314377716771457,7
7,0.12684237297767356,0.3870967741935484,0.7373271889400922,0.0,0.6666666666666667,0.0,37.146376097380255,127.07327258609129,0,True,True,False,1,0,0,2.4219312822450973,8
8,0.13170593897526822,0.3225806451612903,0.7373271889400922,0.0,0.49999999999999994,0.0,37.14638102673618,127.07298671052963,0,True,True,False,1,0,0,2.1606302819518945,9
9,0.10427608218149371,0.8709677419354839,0.6221198156682027,0.0042293233082706765,0.3333333333333333,0.0,37.13379107096592,127.07215107208306,0,True,False,False,6,2,0,3.1249115311213247,10
10,0.12084667489366357,0.8064516129032258,0.6221198156682027,0.0007048872180451127,0.3333333333333333,0.4,37.133794943749116,127.07243332214682,0,True,False,False,4,2,0,3.7010010068377914,11
11,0.455736040998475,0.03225806451612903,0.018433179723502304,0.0007048872180451127,0.3333333333333333,0.30000000000000004,37.150019520078594,127.06087070382422,0,True,True,False,0,0,0,1.0689529515430802,12
12,0.47690390113751263,0.03225806451612903,0.018433179723502304,0.0007048872180451127,0.3333333333333333,0.30000000000000004,37.14981046454245,127.06099908477829,0,True,True,False,0,0,0,1.0689529515430802,13
13,0.47690390113751263,0.03225806451612903,0.018433179723502304,0.0,0.22222222222222227,0.30000000000000004,37.14957898746962,127.06098665164728,0,True,True,False,0,0,0,0.9848594440982085,14
14,0.4368677152117204,0.03225806451612903,0.11981566820276497,0.0,0.22222222222222227,0.30000000000000004,37.14976980779873,127.06171420952604,0,True,True,False,0,2,0,1.0449539804242018,16
15,0.3836052119912102,0.03225806451612903,0.07834101382488479,0.0,0.22222222222222227,0.30000000000000004,37.14997046282691,127.06158148023891,0,True,True,False,0,0,0,1.0739805627899424,17
16,0.09024273437208565,0.29032258064516125,0.06912442396313365,0.00023496240601503758,0.3333333333333333,0.1,37.15611238454205,127.07333319150352,1,True,True,False,2,1,0,1.189539435645849,18
17,0.0855890462792401,0.3225806451612903,0.059907834101382486,0.0,0.3333333333333333,0.2,37.15619079241566,127.07306604854416,1,True,True,False,1,0,0,1.4558520037848373,19
18,0.17932021639039522,0.29032258064516125,0.07834101382488479,0.0,0.49999999999999994,0.2,37.15626920028927,127.07279890558485,1,True,True,False,1,0,0,1.5346859061795954,20
19,0.15150906978184672,0.29032258064516125,0.1152073732718894,0.0,0.3333333333333333,0.30000000000000004,37.15637855800893,127.07254617705095,1,True,True,False,1,0,0,1.6803301199642262,21
