level5.5_linkID,ITS_linkID,road_rank,road_length,road_name,sido_code,sigungu_code,emd_code,sido_name,sigungu_name,emd_name,week_type,velocity_AVRG
1089882,2230000502,103,1.652,경기대로,31,31140,3114052,경기도,오산시,대원동,weekend,44.85
1080461,2230180000,107,0.989,수청로,31,31140,3114054,경기도,오산시,신장동,weekend,26.12
1080462,2230180300,107,0.989,여계산로,31,31140,3114054,경기도,오산시,신장동,weekend,25.66
8273400,2230051000,107,0.548,수목원로,31,31140,3114053,경기도,오산시,남촌동,weekend,26.2
1093852,2230006502,106,0.315,가장로,31,31140,3114053,경기도,오산시,남촌동,weekend,49.96
1093853,2230054100,107,1.402,청학로,31,31140,3114054,경기도,오산시,신장동,weekend,35.66
1093854,2230006602,106,0.315,가장로,31,31140,3114053,경기도,오산시,남촌동,weekend,55.6
1094251,2230089004,103,0.595,경기대로,31,31140,3114054,경기도,오산시,신장동,weekend,49.68
1094252,2230008402,103,1.256,경기대로,31,31140,3114054,경기도,오산시,신장동,weekend,53.13
1094409,2230044301,107,1.275,오산로,31,31140,3114054,경기도,오산시,신장동,weekend,31.23
1095972,2230030200,107,1.169,운암로,31,31140,3114051,경기도,오산시,중앙동,weekend,28.27
1095973,2230030100,107,1.169,운암로,31,31140,3114051,경기도,오산시,중앙동,weekend,27.71
1096781,2230000200,103,1.652,경기대로,31,31140,3114052,경기도,오산시,대원동,weekend,46.61
1096992,2230003001,106,0.752,밀머리로,31,31140,3114052,경기도,오산시,대원동,weekend,19.45
1096993,2230002901,106,0.752,밀머리로,31,31140,3114052,경기도,오산시,대원동,weekend,19.92
1097905,2230009101,103,1.256,경기대로,31,31140,3114054,경기도,오산시,신장동,weekend,52.08
1097906,2230088902,103,0.595,경기대로,31,31140,3114054,경기도,오산시,신장동,weekend,61.16
1097907,2230045600,107,1.275,오산로,31,31140,3114054,경기도,오산시,신장동,weekend,35.04
5101950,2230053500,107,0.548,대호로,31,31140,3114053,경기도,오산시,남촌동,weekend,34.3
5103023,2230180400,107,0.56,경기대로761번길,31,31140,3114055,경기도,오산시,세마동,weekend,37.46
5103024,2230180500,107,0.56,경기대로761번길,31,31140,3114055,경기도,오산시,세마동,weekend,33.67
5103031,2230009901,103,1.216,경기대로,31,31140,3114054,경기도,오산시,신장동,weekend,59.76
5103032,2230009800,103,1.216,경기대로,31,31140,3114054,경기도,오산시,신장동,weekend,66.32
8100777,2230010202,103,1.183,경기대로,31,31140,3114055,경기도,오산시,세마동,weekend,51.76
8100794,2230084700,103,1.183,경기대로,31,31140,3114055,경기도,오산시,세마동,weekend,59.46
8104932,2230008008,105,1.241,경기동로,31,31140,3114051,경기도,오산시,중앙동,weekend,56.85
8257300,2330018712,105,1.241,경기동로,31,31140,3114051,경기도,오산시,중앙동,weekend,48.36
8273400,2230050000,107,0.548,수목원로,31,31140,3114053,경기도,오산시,남촌동,weekend,26.2
1093853,2230054500,107,1.402,청학로,31,31140,3114054,경기도,오산시,신장동,weekend,35.66
1094252,2230008403,103,1.256,경기대로,31,31140,3114054,경기도,오산시,신장동,weekend,53.13
1094409,2230045100,107,1.275,오산로,31,31140,3114054,경기도,오산시,신장동,weekend,31.23
1095972,2230029800,107,1.169,운암로,31,31140,3114051,경기도,오산시,중앙동,weekend,28.27
1095973,2230031500,107,1.169,운암로,31,31140,3114051,경기도,오산시,중앙동,weekend,27.71
1096781,2230000400,103,1.652,경기대로,31,31140,3114052,경기도,오산시,대원동,weekend,46.61
1096992,2230003002,106,0.752,밀머리로,31,31140,3114052,경기도,오산시,대원동,weekend,19.45
1096993,2230002901,106,0.752,밀머리로,31,31140,3114052,경기도,오산시,대원동,weekend,19.92
1097905,2230009101,103,1.256,경기대로,31,31140,3114054,경기도,오산시,신장동,weekend,52.08
1097907,2230045400,107,1.275,오산로,31,31140,3114054,경기도,오산시,신장동,weekend,35.04
5101950,2230053800,107,0.548,대호로,31,31140,3114053,경기도,오산시,남촌동,weekend,34.3
5103023,2230180400,107,0.56,경기대로761번길,31,31140,3114055,경기도,오산시,세마동,weekend,37.46
5103024,2230180500,107,0.56,경기대로761번길,31,31140,3114055,경기도,오산시,세마동,weekend,33.67
5103031,2230009700,103,1.216,경기대로,31,31140,3114054,경기도,오산시,신장동,weekend,59.76
5103032,2230010001,103,1.216,경기대로,31,31140,3114054,경기도,오산시,신장동,weekend,66.32
1088734,2230039100,107,0.622,대호로,31,31140,3114053,경기도,오산시,남촌동,weekend,24.52
1089882,2230000503,103,1.652,경기대로,31,31140,3114052,경기도,오산시,대원동,weekend,44.85
1092137,2230052600,107,1.402,청학로,31,31140,3114054,경기도,오산시,신장동,weekend,38.01
1079787,2140609600,107,1.129,엘지로,31,31140,3114052,경기도,오산시,대원동,weekend,38.14
1079789,2230069301,107,0.93,동부대로,31,31140,3114052,경기도,오산시,대원동,weekend,41.21
1079791,2140611700,107,1.129,엘지로,31,31140,3114052,경기도,오산시,대원동,weekend,36.96
1079794,2230069401,107,0.93,동부대로,31,31140,3114052,경기도,오산시,대원동,weekend,34.55
1079796,2230000803,106,0.531,남부대로,31,31140,3114052,경기도,오산시,대원동,weekend,29.2
1080397,2230011100,107,1.678,오산천로,31,31140,3114053,경기도,오산시,남촌동,weekend,43.99
1080398,2230022100,107,1.678,오산천로,31,31140,3114053,경기도,오산시,남촌동,weekend,33.45
1080400,2230075600,106,0.692,남부대로,31,31140,3114056,경기도,오산시,초평동,weekend,65.47
1080405,2230006601,106,0.403,가장로,31,31140,3114053,경기도,오산시,남촌동,weekend,32.45
1080420,2230032400,107,1.032,청학로,31,31140,3114053,경기도,오산시,남촌동,weekend,30.31
1080425,2230019000,107,0.635,누읍로,31,31140,3114056,경기도,오산시,초평동,weekend,27.17
1080426,2230018702,107,0.635,누읍로,31,31140,3114056,경기도,오산시,초평동,weekend,32.38
1080427,2230075803,105,0.869,수목원로,31,31140,3114056,경기도,오산시,초평동,weekend,46.64
1080429,2230004501,105,0.71,초평로,31,31140,3114056,경기도,오산시,초평동,weekend,37.82
1080430,2230004612,105,0.879,초평로,31,31140,3114056,경기도,오산시,초평동,weekend,31.57
1080456,2230181400,107,0.856,수청로,31,31140,3114054,경기도,오산시,신장동,weekend,31.23
1080461,2230180000,107,0.989,수청로,31,31140,3114054,경기도,오산시,신장동,weekend,26.12
1080462,2230180300,107,0.989,여계산로,31,31140,3114054,경기도,오산시,신장동,weekend,25.66
1080474,2230181500,107,0.856,수청로,31,31140,3114054,경기도,오산시,신장동,weekend,27.07
1080477,2230173000,107,0.712,,31,31140,3114055,경기도,오산시,세마동,weekend,36.92
1080478,2230173800,107,0.712,양산로,31,31140,3114055,경기도,오산시,세마동,weekend,34.91
1080481,2230066701,107,0.936,양산로410번길,31,31140,3114055,경기도,오산시,세마동,weekend,24.16
1080497,2230172300,107,0.936,양산로398번길,31,31140,3114055,경기도,오산시,세마동,weekend,33.93
1088715,2230116600,107,1.196,북삼미로,31,31140,3114055,경기도,오산시,세마동,weekend,48.1
1088716,2230116500,107,1.196,북삼미로,31,31140,3114055,경기도,오산시,세마동,weekend,47.33
1088729,2230182100,107,0.503,수목원로,31,31140,3114054,경기도,오산시,신장동,weekend,39.29
1088730,2230182000,107,0.503,수목원로,31,31140,3114054,경기도,오산시,신장동,weekend,38.3
1088731,2230178700,107,1.25,수목원로,31,31140,3114055,경기도,오산시,세마동,weekend,48.17
1088732,2230178000,107,1.25,수목원로,31,31140,3114055,경기도,오산시,세마동,weekend,43.77
1089882,2230000503,103,1.652,경기대로,31,31140,3114052,경기도,오산시,대원동,weekend,44.85
1092137,2230049200,107,1.402,청학로,31,31140,3114054,경기도,오산시,신장동,weekend,38.01
1079787,2140609600,107,1.129,엘지로,31,31140,3114052,경기도,오산시,대원동,weekend,38.14
1079789,2230069302,107,0.93,동부대로,31,31140,3114052,경기도,오산시,대원동,weekend,41.21
1079791,2140611700,107,1.129,엘지로,31,31140,3114052,경기도,오산시,대원동,weekend,36.96
1079794,2230069401,107,0.93,동부대로,31,31140,3114052,경기도,오산시,대원동,weekend,34.55
1080397,2230010900,107,1.678,오산천로,31,31140,3114053,경기도,오산시,남촌동,weekend,43.99
1080398,2230022100,107,1.678,오산천로,31,31140,3114053,경기도,오산시,남촌동,weekend,33.45
1080420,2230032400,107,1.032,청학로,31,31140,3114053,경기도,오산시,남촌동,weekend,30.31
1080425,2230019000,107,0.635,누읍로,31,31140,3114056,경기도,오산시,초평동,weekend,27.17
1080426,2230018702,107,0.635,누읍로,31,31140,3114056,경기도,오산시,초평동,weekend,32.38
1080427,2230075803,105,0.869,수목원로,31,31140,3114056,경기도,오산시,초평동,weekend,46.64
1080429,2230004501,105,0.71,초평로,31,31140,3114056,경기도,오산시,초평동,weekend,37.82
1080456,2230181400,107,0.856,수청로,31,31140,3114054,경기도,오산시,신장동,weekend,31.23
1080461,2230180000,107,0.989,수청로,31,31140,3114054,경기도,오산시,신장동,weekend,26.12
1080462,2230180300,107,0.989,여계산로,31,31140,3114054,경기도,오산시,신장동,weekend,25.66
1080474,2230181500,107,0.856,수청로,31,31140,3114054,경기도,오산시,신장동,weekend,27.07
1080477,2230173000,107,0.712,,31,31140,3114055,경기도,오산시,세마동,weekend,36.92
1080478,2230173800,107,0.712,양산로,31,31140,3114055,경기도,오산시,세마동,weekend,34.91
1080481,2230066701,107,0.936,양산로410번길,31,31140,3114055,경기도,오산시,세마동,weekend,24.16
1080497,2230172300,107,0.936,양산로398번길,31,31140,3114055,경기도,오산시,세마동,weekend,33.93
1033639,2230005800,105,0.197,성호대로,31,31140,3114053,경기도,오산시,남촌동,weekend,25.99
1033640,2230006801,105,0.634,경기동로,31,31140,3114051,경기도,오산시,중앙동,weekend,31.5
1033660,2230032300,107,1.032,청학로,31,31140,3114053,경기도,오산시,남촌동,weekend,33.92
1033661,2230006501,106,0.403,가장로,31,31140,3114053,경기도,오산시,남촌동,weekend,42.94
1033683,2230004509,105,0.879,초평로,31,31140,3114056,경기도,오산시,초평동,weekend,30.44
1033684,2230004603,105,0.71,발안로,31,31140,3114056,경기도,오산시,초평동,weekend,34.13
1033696,2230003900,107,0.408,원동로,31,31140,3114052,경기도,오산시,대원동,weekend,36.84
1033697,2230004000,107,0.408,원동로,31,31140,3114052,경기도,오산시,대원동,weekend,28.97
1033703,2230010502,106,1.663,남부대로,31,31140,3114056,경기도,오산시,초평동,weekend,57.59
1033704,2230010602,106,1.663,남부대로,31,31140,3114056,경기도,오산시,초평동,weekend,55.71
1033708,2230073400,106,0.356,남부대로,31,31140,3114052,경기도,오산시,대원동,weekend,23.75
1033709,2230074700,106,0.692,남부대로,31,31140,3114056,경기도,오산시,초평동,weekend,67.04
1033710,2230002602,103,0.65,경기대로,31,31140,3114052,경기도,오산시,대원동,weekend,32.61
1033711,2230002503,103,0.65,경기대로,31,31140,3114052,경기도,오산시,대원동,weekend,40.27
1033712,2230001501,107,0.463,남부대로,31,31140,3114052,경기도,오산시,대원동,weekend,28.13
1033713,2230001602,107,0.463,남부대로,31,31140,3114052,경기도,오산시,대원동,weekend,25.95
1033714,2230001300,107,0.271,남부대로,31,31140,3114052,경기도,오산시,대원동,weekend,30.79
1033715,2230001400,107,0.271,남부대로,31,31140,3114052,경기도,오산시,대원동,weekend,30.56
1033716,2230000702,106,0.531,남부대로,31,31140,3114052,경기도,오산시,대원동,weekend,30.79
1033718,2230075703,105,0.869,수목원로,31,31140,3114056,경기도,오산시,초평동,weekend,52.12
1033731,2230159000,107,1.214,서부로,31,31140,3114054,경기도,오산시,신장동,weekend,85.94
1034101,2230160200,107,0.307,문시로,31,31140,3114055,경기도,오산시,세마동,weekend,34.33
1034102,2230160300,107,0.307,문시로,31,31140,3114055,경기도,오산시,세마동,weekend,40.38
1034174,2230158800,107,0.785,서부로,31,31140,3114054,경기도,오산시,신장동,weekend,86.4
1033640,2230006801,105,0.634,경기동로,31,31140,3114051,경기도,오산시,중앙동,weekend,31.5
1033660,2230032300,107,1.032,청학로,31,31140,3114053,경기도,오산시,남촌동,weekend,33.92
1033661,2230006501,106,0.403,가장로,31,31140,3114053,경기도,오산시,남촌동,weekend,42.94
1033683,2230004508,105,0.879,초평로,31,31140,3114056,경기도,오산시,초평동,weekend,30.44
1033684,2230004604,105,0.71,발안로,31,31140,3114056,경기도,오산시,초평동,weekend,34.13
1033696,2230003500,107,0.408,원동로,31,31140,3114052,경기도,오산시,대원동,weekend,36.84
1033697,2230004000,107,0.408,원동로,31,31140,3114052,경기도,오산시,대원동,weekend,28.97
1033703,2230010502,106,1.663,남부대로,31,31140,3114056,경기도,오산시,초평동,weekend,57.59
1033704,2230010602,106,1.663,남부대로,31,31140,3114056,경기도,오산시,초평동,weekend,55.71
1033709,2230074700,106,0.692,남부대로,31,31140,3114056,경기도,오산시,초평동,weekend,67.04
1033710,2230002603,103,0.65,경기대로,31,31140,3114052,경기도,오산시,대원동,weekend,32.61
1033711,2230002503,103,0.65,경기대로,31,31140,3114052,경기도,오산시,대원동,weekend,40.27
1033712,2230001501,107,0.463,남부대로,31,31140,3114052,경기도,오산시,대원동,weekend,28.13
1033713,2230001602,107,0.463,남부대로,31,31140,3114052,경기도,오산시,대원동,weekend,25.95
1033716,2230000702,106,0.531,남부대로,31,31140,3114052,경기도,오산시,대원동,weekend,30.79
1033718,2230075703,105,0.869,수목원로,31,31140,3114056,경기도,오산시,초평동,weekend,52.12
1033731,2230158700,107,1.214,서부로,31,31140,3114054,경기도,오산시,신장동,weekend,85.94
1034101,2230160200,107,0.307,문시로,31,31140,3114055,경기도,오산시,세마동,weekend,34.33
1034102,2230160300,107,0.307,문시로,31,31140,3114055,경기도,오산시,세마동,weekend,40.38
1033660,2230042300,107,1.032,청학로,31,31140,3114053,경기도,오산시,남촌동,weekend,33.92
1033661,2230006501,106,0.403,가장로,31,31140,3114053,경기도,오산시,남촌동,weekend,42.94
1033683,2230004508,105,0.879,초평로,31,31140,3114056,경기도,오산시,초평동,weekend,30.44
1033684,2230004605,105,0.71,발안로,31,31140,3114056,경기도,오산시,초평동,weekend,34.13
1033696,2230003500,107,0.408,원동로,31,31140,3114052,경기도,오산시,대원동,weekend,36.84
1033697,2230004000,107,0.408,원동로,31,31140,3114052,경기도,오산시,대원동,weekend,28.97
1033703,2230010502,106,1.663,남부대로,31,31140,3114056,경기도,오산시,초평동,weekend,57.59
1033704,2230010601,106,1.663,남부대로,31,31140,3114056,경기도,오산시,초평동,weekend,55.71
1033709,2230074300,106,0.692,남부대로,31,31140,3114056,경기도,오산시,초평동,weekend,67.04
1033710,2230002603,103,0.65,경기대로,31,31140,3114052,경기도,오산시,대원동,weekend,32.61
1033711,2230002502,103,0.65,경기대로,31,31140,3114052,경기도,오산시,대원동,weekend,40.27
1033712,2230001501,107,0.463,남부대로,31,31140,3114052,경기도,오산시,대원동,weekend,28.13
1033713,2230001602,107,0.463,남부대로,31,31140,3114052,경기도,오산시,대원동,weekend,25.95
1033716,2230000741,106,0.531,남부대로,31,31140,3114052,경기도,오산시,대원동,weekend,30.79
1033718,2230075703,105,0.869,수목원로,31,31140,3114056,경기도,오산시,초평동,weekend,52.12
1033731,2230158700,107,1.214,서부로,31,31140,3114054,경기도,오산시,신장동,weekend,85.94
1034101,2230160200,107,0.307,문시로,31,31140,3114055,경기도,오산시,세마동,weekend,34.33
1034102,2230160300,107,0.307,문시로,31,31140,3114055,경기도,오산시,세마동,weekend,40.38
1033660,2230042300,107,1.032,청학로,31,31140,3114053,경기도,오산시,남촌동,weekend,33.92
1033684,2230004607,105,0.71,발안로,31,31140,3114056,경기도,오산시,초평동,weekend,34.13
1033696,2230003500,107,0.408,원동로,31,31140,3114052,경기도,오산시,대원동,weekend,36.84
1033697,2230004000,107,0.408,원동로,31,31140,3114052,경기도,오산시,대원동,weekend,28.97
1033703,2230010502,106,1.663,남부대로,31,31140,3114056,경기도,오산시,초평동,weekend,57.59
1033704,2230010601,106,1.663,남부대로,31,31140,3114056,경기도,오산시,초평동,weekend,55.71
1033710,2230002603,103,0.65,경기대로,31,31140,3114052,경기도,오산시,대원동,weekend,32.61
1033711,2230002502,103,0.65,경기대로,31,31140,3114052,경기도,오산시,대원동,weekend,40.27
1033712,2230001501,107,0.463,남부대로,31,31140,3114052,경기도,오산시,대원동,weekend,28.13
1033713,2230001602,107,0.463,남부대로,31,31140,3114052,경기도,오산시,대원동,weekend,25.95
1033718,2230075703,105,0.869,수목원로,31,31140,3114056,경기도,오산시,초평동,weekend,52.12
1093851,2230006603,106,0.305,가장로,31,31140,3114053,경기도,오산시,남촌동,weekend,50.8
1093852,2230006502,106,0.315,가장로,31,31140,3114053,경기도,오산시,남촌동,weekend,49.96
1093853,2230045700,107,1.402,청학로,31,31140,3114054,경기도,오산시,신장동,weekend,35.66
1093854,2230006602,106,0.315,가장로,31,31140,3114053,경기도,오산시,남촌동,weekend,55.6
1094251,2230089004,103,0.595,경기대로,31,31140,3114054,경기도,오산시,신장동,weekend,49.68
1094252,2230007000,103,1.256,경기대로,31,31140,3114054,경기도,오산시,신장동,weekend,53.13
1094408,2230189200,107,0.215,,31,31140,3114054,경기도,오산시,신장동,weekend,21.83
1094409,2230038300,107,1.275,오산로,31,31140,3114054,경기도,오산시,신장동,weekend,31.23
1094882,2230077800,108,0.472,수도권제2순환고속도로(봉담동탄,31,31140,3114055,경기도,오산시,세마동,weekend,62.55
1094883,2230077200,108,0.606,수도권제2순환고속도로(봉담동탄,31,31140,3114055,경기도,오산시,세마동,weekend,69.94
1094884,2230077400,108,0.488,오산화성고속도로,31,31140,3114055,경기도,오산시,세마동,weekend,68.63
1094885,2230077700,108,0.246,오산화성고속도로,31,31140,3114055,경기도,오산시,세마동,weekend,42.03
1095206,2230077700,108,0.306,평택화성고속도로,31,31140,3114055,경기도,오산시,세마동,weekend,68.75
1095207,2230077900,108,1.358,오산화성고속도로,31,31140,3114055,경기도,오산시,세마동,weekend,74.18
1095957,2140663300,107,0.82,청호로,31,31140,3114052,경기도,오산시,대원동,weekend,33.8
1095958,2230191600,107,0.82,청호로,31,31140,3114052,경기도,오산시,대원동,weekend,32.09
1095972,2230037800,107,1.169,운암로,31,31140,3114051,경기도,오산시,중앙동,weekend,28.27
1095973,2230028300,107,1.169,운암로,31,31140,3114051,경기도,오산시,중앙동,weekend,27.71
1096615,2230008202,105,0.366,경기동로,31,31140,3114051,경기도,오산시,중앙동,weekend,37.14
1096616,2230008101,105,0.366,경기동로,31,31140,3114051,경기도,오산시,중앙동,weekend,22.56
1096781,2140056600,103,1.652,경기대로,31,31140,3114052,경기도,오산시,대원동,weekend,46.61
1096992,2230002301,106,0.752,밀머리로,31,31140,3114052,경기도,오산시,대원동,weekend,19.45
1096993,2230002902,106,0.752,밀머리로,31,31140,3114052,경기도,오산시,대원동,weekend,19.92
1097905,2230089006,103,1.256,경기대로,31,31140,3114054,경기도,오산시,신장동,weekend,52.08
1097906,2230088902,103,0.595,경기대로,31,31140,3114054,경기도,오산시,신장동,weekend,61.16
1097907,2230188400,107,1.275,오산로,31,31140,3114054,경기도,오산시,신장동,weekend,35.04
1097908,2230189300,107,0.215,,31,31140,3114054,경기도,오산시,신장동,weekend,23.04
5101897,2230003800,101,0.306,경부고속도로,31,31140,3114052,경기도,오산시,대원동,weekend,92.04
5101898,2230004300,108,0.669,경부고속도로,31,31140,3114052,경기도,오산시,대원동,weekend,49.41
5101950,2230049500,107,0.548,대호로,31,31140,3114053,경기도,오산시,남촌동,weekend,34.3
5101951,2230050500,107,0.398,수목원로,31,31140,3114053,경기도,오산시,남촌동,weekend,38.13
5103023,2230180400,107,0.56,경기대로761번길,31,31140,3114055,경기도,오산시,세마동,weekend,37.46
5103024,2230180500,107,0.56,경기대로761번길,31,31140,3114055,경기도,오산시,세마동,weekend,33.67
5103025,2230180500,107,0.027,경기대로761번길,31,31140,3114055,경기도,오산시,세마동,weekend,30.1
5103026,2230180400,107,0.026,경기대로,31,31140,3114055,경기도,오산시,세마동,weekend,20.61
5103027,2230009913,103,0.016,경기대로,31,31140,3114055,경기도,오산시,세마동,weekend,63.28
5103028,2230010013,103,0.016,경기대로,31,31140,3114055,경기도,오산시,세마동,weekend,74.82
5103029,2230010023,103,0.037,경기대로,31,31140,3114055,경기도,오산시,세마동,weekend,74.37
5103030,2230009923,103,0.037,경기대로,31,31140,3114055,경기도,오산시,세마동,weekend,63.89
5103031,2230009923,103,1.216,경기대로,31,31140,3114054,경기도,오산시,신장동,weekend,59.76
5103032,2230009600,103,1.216,경기대로,31,31140,3114054,경기도,오산시,신장동,weekend,66.32
8100777,2230010204,103,1.183,경기대로,31,31140,3114055,경기도,오산시,세마동,weekend,51.76
8100794,2330028702,103,1.183,경기대로,31,31140,3114055,경기도,오산시,세마동,weekend,59.46
8104932,2230008004,105,1.241,경기동로,31,31140,3114051,경기도,오산시,중앙동,weekend,56.85
8117710,2230068100,107,0.177,동부대로,31,31140,3114052,경기도,오산시,대원동,weekend,38.78
8257300,2330018722,105,1.241,경기동로,31,31140,3114051,경기도,오산시,중앙동,weekend,48.36
8273300,2230050600,107,0.398,대호로,31,31140,3114053,경기도,오산시,남촌동,weekend,26.33
8273400,2230053700,107,0.548,수목원로,31,31140,3114053,경기도,오산시,남촌동,weekend,26.2
1093851,2230006603,106,0.305,가장로,31,31140,3114053,경기도,오산시,남촌동,weekend,50.8
1093852,2230006502,106,0.315,가장로,31,31140,3114053,경기도,오산시,남촌동,weekend,49.96
